Company Name,Geography,Geography Code,Sector,CA100 Company?,Large/Medium Classification,ISINs,SEDOL,Publication Date,Assessment Date,Level,Performance compared to previous year,Q1L0|Does the company acknowledge climate change as a significant issue for the business?,Q2L1|Does the company recognise climate change as a relevant risk and/or opportunity for the business?,Q3L1|Does the company have a policy (or equivalent) commitment to action on climate change?,Q4L2|Has the company set greenhouse gas emission reduction targets?,Q5L2|Has the company published information on its Scope 1 and 2 greenhouse gas emissions?,Q6L3|Has the company nominated a board member or board committee with explicit responsibility for oversight of the climate change policy?,Q7L3|Has the company set quantitative targets for reducing its greenhouse gas emissions?,Q8L3|Does the company report on Scope 3 emissions?,Q9L3|Has the company had its operational (Scope 1 and/or 2) greenhouse gas emissions data verified?,Q10L3|Does the company support domestic and international efforts to mitigate climate change?,Q11L3|Does the company have a process to manage climate-related risks?,Q12L3|Does the company disclose materially important Scope 3 emissions?,Q13L4|Has the company set long-term quantitative targets for reducing its greenhouse gas emissions?,Q14L4|Does the company's remuneration for senior executives incorporate climate change performance?,Q15L4|Does the company incorporate climate change risks and opportunities in their strategy?,Q16L4|Does the company undertake climate scenario planning?,Q17L4|Does the company disclose an internal price of carbon?,Q18L4|Does the company disclose the actions necessary to meet its emissions-reduction targets?,Q19L5|Does the company quantify the key elements of its emissions reduction strategy and the proportional impact of each action in achieving its targets?,Q20L5|Does the company's transition plan clarify the role that will be played by offsets and/or negative emissions technologies?,Q21L5|Does the company commit to phasing out capital expenditure on carbon intensive assets or products?,Q22L5|Does the company align future capital expenditures with its long-term decarbonisation goals and disclose how the alignment is determined?,Q23L5|Does the company ensure consistency between its climate change policy and the positions taken by trade associations of which it is a member?
Elia Group,Belgium,BEL,Electricity Utilities,No,medium,BE0003822393,B09M9F4,01/11/2023,24/04/2023,3,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Not Applicable,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No
Elis SA,France,FRA,Industrials,No,small,FR0012435121,BVSS790,01/12/2024,05/03/2024,3,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not Applicable,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes
Emaar Properties,United Arab Emirates,ARE,Financials,No,large,AEE000301011,B01RM25,01/12/2024,05/02/2024,1,new,Yes,Yes,No,No,Yes,No,No,No,No,No,No,Not Applicable,No,No,No,No,No,No,No,No,No,No,No
Emera,Canada,CAN,Electricity Utilities,No,small,CA2908761018,2650050,01/12/2024,18/04/2024,4,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not Applicable,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No
Emera,Canada,CAN,Electricity Utilities,No,small,CA2908761018,2650050,01/11/2023,31/03/2023,4,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not Applicable,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No
Emerson Electric,United States of America,USA,Industrials,No,large,US2910111044,2313405,01/12/2024,05/04/2024,3,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not Applicable,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No
Emerson Electric,United States of America,USA,Industrials,No,large,US2910111044,2313405,01/11/2023,24/04/2023,3,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Not Applicable,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No
Emirates Telecommunications Group Co PJSC,United Arab Emirates,ARE,Telecommunications,No,large,AEE000401019,6322173,01/12/2024,30/04/2024,3,new,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Not Applicable,Yes,No,No,No,No,No,No,No,No,No,No
Empire Co Cl A,Canada,CAN,Consumer Services,No,medium,CA2918434077,2314000,01/12/2024,05/01/2024,3,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Not Applicable,Yes,No,Yes,No,No,No,No,No,No,No,No
Empresas COPEC,Chile,CHL,Coal Mining,No,large,CLP7847L1080,2196026,01/12/2024,05/03/2024,3,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No
Empresas COPEC,Chile,CHL,Coal Mining,No,large,CLP7847L1080,2196026,01/11/2023,05/05/2023,3,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No
Ems Chemie,Switzerland,CHE,Chemicals,No,large,CH0016440353,7635610,01/12/2024,05/03/2024,3,up,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,No
Ems Chemie,Switzerland,CHE,Chemicals,No,large,CH0016440353,7635610,01/11/2023,10/05/2023,1,unchanged,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Enagas,Spain,ESP,Oil & Gas Distribution,No,medium,ES0130960018,7383072,01/12/2024,05/04/2024,5,up,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes
Enagas,Spain,ESP,Oil & Gas Distribution,No,medium,ES0130960018,7383072,01/11/2023,04/05/2023,3,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No
Enbridge,Canada,CAN,Oil & Gas Distribution,No,large,CA29250N1050,2466149;2478906,01/12/2024,05/04/2024,4,up,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No
Enbridge,Canada,CAN,Oil & Gas Distribution,No,large,CA29250N1050,2466149;2478906,01/11/2023,21/04/2023,3,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No
Enbw Energie,Germany,DEU,Electricity Utilities,No,large,DE0005220008,5341102,01/12/2024,29/04/2024,5,up,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not Applicable,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes
Enbw Energie,Germany,DEU,Electricity Utilities,No,large,DE0005220008,5341102,01/11/2023,24/04/2023,4,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not Applicable,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No
Ence Energia y Celulosa,Spain,ESP,Paper,No,small,ES0130625512,B1W7BK2,01/12/2024,30/04/2024,3,unchanged,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Not Applicable,Yes,No,No,Yes,No,Yes,No,No,No,No,No
Ence Energia y Celulosa,Spain,ESP,Paper,No,small,ES0130625512,B1W7BK2,01/11/2023,25/04/2023,3,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not Applicable,Yes,No,No,Yes,No,No,No,No,No,No,No
Encompass Health,United States of America,USA,Health Care,No,small,US29261A1007,BYX2YJ7,01/12/2024,30/04/2024,0,new,No,No,No,No,No,Yes,No,No,No,No,No,Not Applicable,No,No,No,No,No,No,No,No,No,No,No
Endeavour Group,Australia,AUS,Consumer Services,No,large,AU0000154833,BNVS144,01/12/2024,25/03/2024,3,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not Applicable,Yes,No,No,No,No,No,No,No,No,No,No
Endeavour Mining,United Kingdom,GBR,Basic Materials,No,medium,GB00BL6K5J42,BL6K5J4,01/12/2024,05/03/2024,3,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not Applicable,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Yes
Endesa,Spain,ESP,Electricity Utilities,No,large,ES0130670112,5271782,01/12/2024,05/01/2024,5,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not Applicable,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No
Endesa,Spain,ESP,Electricity Utilities,No,large,ES0130670112,5271782,01/11/2023,05/05/2023,5,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not Applicable,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No
Enel,Italy,ITA,Electricity Utilities,Yes,large,IT0003128367,7144569,01/12/2024,05/03/2024,5,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not Applicable,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No
Enel,Italy,ITA,Electricity Utilities,Yes,large,IT0003128367,7144569,01/11/2023,28/04/2023,5,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not Applicable,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes
Enel Americas,Chile,CHL,Electricity Utilities,No,small,CLP371861061,2299453,01/12/2024,18/04/2024,5,up,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not Applicable,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No
Enel Americas,Chile,CHL,Electricity Utilities,No,small,CLP371861061,2299453,01/11/2023,28/04/2023,4,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not Applicable,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No
Eneos (Coal Mining),Japan,JPN,Coal Mining,Yes,large,JP3386450005,B627LW9,01/12/2024,27/04/2024,3,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No
Eneos (Coal Mining),Japan,JPN,Coal Mining,Yes,large,JP3386450005,B627LW9,01/11/2023,01/03/2023,3,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No
Eneos (Oil & Gas),Japan,JPN,Oil & Gas,No,large,JP3386450005,B627LW9,01/12/2024,27/04/2024,3,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No
Eneos (Oil & Gas),Japan,JPN,Oil & Gas,No,large,JP3386450005,B627LW9,01/11/2023,01/03/2023,3,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No
EnerSys,United States of America,USA,Industrials,No,small,US29275Y1029,B020GQ5,01/12/2024,05/03/2024,3,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not Applicable,Yes,No,No,No,No,No,No,No,No,No,No
Energean,United Kingdom,GBR,Oil & Gas,No,small,GB00BG12Y042,BG12Y04,01/12/2024,03/05/2024,3,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No
Energisa,Brazil,BRA,Electricity Utilities,No,medium,BRENGICDAM16,B56XQT8,01/12/2024,05/03/2024,3,up,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Not Applicable,Yes,Yes,No,No,No,No,No,No,No,No,No
Energisa,Brazil,BRA,Electricity Utilities,No,medium,BRENGICDAM16,B56XQT8,01/11/2023,26/04/2023,2,new,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Not Applicable,No,No,No,No,No,No,No,No,No,No,No
Energy Transfer,United States of America,USA,Oil & Gas Distribution,No,unlisted,US29278N1037,BD9H2Z1,01/11/2023,24/04/2023,2,unchanged,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Eneva,Brazil,BRA,Electricity Utilities,No,medium,BRENEVACNOR8,BFWHKM5,01/12/2024,05/03/2024,4,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not Applicable,Yes,No,Yes,Yes,No,Yes,No,No,Yes,No,No
Eneva,Brazil,BRA,Electricity Utilities,No,medium,BRENEVACNOR8,BFWHKM5,01/11/2023,24/04/2023,4,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not Applicable,Yes,No,No,No,No,No,No,No,No,No,No
Engie,France,FRA,Electricity Utilities,Yes,large,FR0010208488,B0C2CQ3,01/12/2024,05/03/2024,5,up,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not Applicable,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No
Engie,France,FRA,Electricity Utilities,Yes,large,FR0010208488,B0C2CQ3,01/11/2023,12/04/2023,4,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not Applicable,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No
Engie Brasil,Brazil,BRA,Electricity Utilities,No,large,BREGIEACNOR9,BD1WX84,01/12/2024,05/04/2024,3,up,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not Applicable,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes
Engie Brasil,Brazil,BRA,Electricity Utilities,No,large,BREGIEACNOR9,BD1WX84,01/11/2023,05/05/2023,1,new,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Not Applicable,Yes,No,No,No,No,No,No,No,No,No,No
Eni,Italy,ITA,Oil & Gas,Yes,large,IT0003132476,7145056,01/12/2024,05/03/2024,5,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes
Eni,Italy,ITA,Oil & Gas,Yes,large,IT0003132476,7145056,01/11/2023,17/04/2023,5,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes
Enka Insaat,Turkey,TUR,Industrials,No,large,TREENKA00011,B03MS64,01/12/2024,05/04/2024,4,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not Applicable,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No
Enlight Renewable Energy,Israel,ISR,Electricity Utilities,No,medium,IL0007200111,6767677,01/12/2024,22/02/2024,2,up,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Not Applicable,No,No,No,No,No,No,No,No,No,No,No
Enlight Renewable Energy,Israel,ISR,Electricity Utilities,No,medium,IL0007200111,6767677,01/11/2023,26/04/2023,1,new,Yes,No,Yes,No,No,No,No,No,No,No,No,Not Applicable,No,No,No,No,No,No,No,No,No,No,No
Entegris,United States of America,USA,Technology,No,small,US29362U1043,2599700,01/12/2024,05/03/2024,3,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Not Applicable,Yes,No,No,Yes,No,No,No,No,No,No,No
Entergy,United States of America,USA,Electricity Utilities,No,medium,US29364G1031,2317087,01/12/2024,05/03/2024,4,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not Applicable,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No
Entergy,United States of America,USA,Electricity Utilities,No,medium,US29364G1031,2317087,01/11/2023,27/03/2023,4,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not Applicable,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No
Equatorial Energia S/A Ord,Brazil,BRA,Electricity Utilities,No,large,BREQTLACNOR0,B128R96,01/12/2024,05/03/2024,2,new,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Not Applicable,No,No,No,No,No,No,No,No,No,No,No
Equinix,United States of America,USA,Financials,No,large,US29444U7000,BVLZX12,01/12/2024,30/04/2024,4,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not Applicable,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No
Equinix,United States of America,USA,Financials,No,large,US29444U7000,BVLZX12,01/11/2023,26/04/2023,4,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not Applicable,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No
Equinor,Norway,NOR,Oil & Gas,Yes,large,NO0010096985,7133608,01/12/2024,05/04/2024,5,up,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes
Equinor,Norway,NOR,Oil & Gas,Yes,large,NO0010096985,7133608,01/11/2023,03/05/2023,4,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes
Equitrans Midstream,United States of America,USA,Oil & Gas Distribution,No,small,US2946001011,BFMWBV6,01/12/2024,04/05/2024,3,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No
Equitrans Midstream,United States of America,USA,Oil & Gas Distribution,No,small,US2946001011,BFMWBV6,01/11/2023,03/03/2023,3,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No
Equity Lifestyle Properties,United States of America,USA,Financials,No,medium,US29472R1086,2563125,01/12/2024,22/02/2024,2,new,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,Not Applicable,No,No,No,No,No,No,No,No,No,No,No
Equity Residential,United States of America,USA,Financials,No,medium,US29476L1070,2319157,01/12/2024,05/03/2024,3,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not Applicable,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No
Erdemir,Turkey,TUR,Steel,No,medium,TRAEREGL91G3,B03MS97,01/12/2024,23/04/2024,2,unchanged,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,Not Applicable,Yes,No,No,No,No,No,No,No,No,No,No
Erdemir,Turkey,TUR,Steel,No,medium,TRAEREGL91G3,B03MS97,01/11/2023,25/04/2023,2,unchanged,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,Not Applicable,No,No,No,No,No,No,No,No,No,No,No
Erste Group Bank,Austria,AUT,Financials,No,medium,AT0000652011,5289837,01/12/2024,30/04/2024,4,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not Applicable,Yes,Yes,No,Yes,No,No,No,No,No,No,No
Essential Utilities,United States of America,USA,Utilities,No,small,US29670G1022,BLCF3J9,01/12/2024,18/04/2024,3,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not Applicable,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes
EssilorLuxottica,France,FRA,Health Care,No,large,FR0000121667,7212477,01/12/2024,30/04/2024,3,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not Applicable,No,Yes,No,No,No,Yes,No,No,No,No,No
EssilorLuxottica,France,FRA,Health Care,No,large,FR0000121667,7212477,01/11/2023,28/04/2023,3,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not Applicable,No,Yes,No,No,No,Yes,No,No,No,No,No
Essity Aktiebolag,Sweden,SWE,Consumer Goods,No,large,SE0009922164,BF1K7P7,01/12/2024,18/03/2024,4,up,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not Applicable,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No
Essity Aktiebolag,Sweden,SWE,Consumer Goods,No,large,SE0009922164,BF1K7P7,01/11/2023,20/04/2023,3,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Not Applicable,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No
Estee Lauder,United States of America,USA,Consumer Goods,No,large,US5184391044,2320524,01/12/2024,05/01/2024,3,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not Applicable,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No
Etihad Etisalat Co,Saudi Arabia,SAU,Telecommunications,No,large,SA000A0DM9P2,B12LR51,01/12/2024,20/02/2024,1,new,Yes,No,Yes,No,Yes,No,No,No,No,No,No,Not Applicable,No,No,No,No,No,No,No,No,No,No,No
Eurofins Scienti,France,FRA,Health Care,No,medium,FR0014000MR3,BNDPYV1,01/12/2024,30/04/2024,3,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Not Applicable,Yes,No,No,Yes,No,Yes,No,No,No,No,No
Evergreen Marine,Taiwan,TWN,Shipping,No,medium,TW0002603008,6324500,01/12/2024,04/09/2024,3,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not Applicable,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No
Evergreen Marine,Taiwan,TWN,Shipping,No,medium,TW0002603008,6324500,01/11/2023,05/05/2023,3,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not Applicable,Yes,No,No,No,No,Yes,No,No,No,No,No
Evergy,United States of America,USA,Electricity Utilities,No,medium,US30034W1062,BFMXGR0,01/12/2024,05/03/2024,4,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not Applicable,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No
Evergy,United States of America,USA,Electricity Utilities,No,medium,US30034W1062,BFMXGR0,01/11/2023,01/05/2023,4,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not Applicable,Yes,No,Yes,Yes,No,No,No,No,No,No,No
Eversource Energy,United States of America,USA,Electricity Utilities,No,medium,US30040W1080,BVVN4Q8,01/12/2024,05/04/2024,4,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not Applicable,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes
Eversource Energy,United States of America,USA,Electricity Utilities,No,medium,US30040W1080,BVVN4Q8,01/11/2023,05/05/2023,4,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not Applicable,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No
Evolution Mining,Australia,AUS,Basic Materials,No,medium,AU000000EVN4,B3X0F91,01/12/2024,05/02/2024,3,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Not Applicable,Yes,No,No,Yes,No,No,No,No,No,No,No
Evonik Industries,Germany,DEU,Chemicals,No,medium,DE000EVNK013,B5ZQ9D3,01/12/2024,03/05/2024,3,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No
Evonik Industries,Germany,DEU,Chemicals,No,medium,DE000EVNK013,B5ZQ9D3,01/11/2023,05/05/2023,3,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,No
Evraz,United Kingdom,GBR,Steel,No,medium,GB00B71N6K86,B71N6K8,01/11/2023,11/05/2023,3,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not Applicable,Yes,No,No,Yes,No,No,No,No,No,No,No
Exelon,United States of America,USA,Electricity Utilities,Yes,large,US30161N1019,2670519,01/12/2024,23/04/2024,4,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not Applicable,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes
Exelon,United States of America,USA,Electricity Utilities,Yes,large,US30161N1019,2670519,01/11/2023,08/05/2023,4,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not Applicable,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No
Exor,Italy,ITA,Financials,No,large,NL0012059018,BYSLCX9,01/12/2024,05/03/2024,3,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Not Applicable,Yes,No,No,Yes,No,No,No,No,No,No,No
Exor,Italy,ITA,Financials,No,large,NL0012059018,BYSLCX9,01/11/2023,25/04/2023,3,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Not Applicable,No,No,No,No,No,No,No,No,No,No,No
Expeditors Intl Washington,United States of America,USA,Industrials,No,medium,US3021301094,2325507,01/12/2024,05/03/2024,3,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Not Applicable,No,No,No,No,No,No,No,No,No,No,No
Extra Space Store,United States of America,USA,Financials,No,medium,US30225T1025,B02HWR9,01/12/2024,18/04/2024,3,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Not Applicable,Yes,No,No,No,No,No,No,No,No,No,No
Exxaro Resources,South Africa,ZAF,Coal Mining,No,medium,ZAE000084992,6418801,01/12/2024,11/04/2024,5,up,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes
Exxaro Resources,South Africa,ZAF,Coal Mining,No,medium,ZAE000084992,6418801,01/11/2023,19/04/2023,4,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,No
Exxon Mobil,United States of America,USA,Oil & Gas,Yes,large,US30231G1022,2326618,01/12/2024,05/03/2024,4,up,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No
Exxon Mobil,United States of America,USA,Oil & Gas,Yes,large,US30231G1022,2326618,01/11/2023,05/05/2023,3,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No
FMC,United States of America,USA,Chemicals,No,medium,US3024913036;US53814LXX18,2328603;BJ31F29,01/12/2024,05/03/2024,3,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No
FMC,United States of America,USA,Chemicals,No,medium,US3024913036;US53814LXX18,2328603;BJ31F29,01/11/2023,03/03/2023,3,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No
